,processed_review,RegistrationIssues,Notification Issues,Slack Desktop/Mobile App Issues,Interface Issues
592,Decent messaging app Has few features as desktop application,0.887658471,0.037564153,0.037271678,0.037505698
593,I hate the donut function I cannot figure out how to turn it off and I was just added to it no permission was given soooo annoying,0.029272069,0.912630099,0.029176256,0.028921576
594,It doesnt work It doesnt allow me to send messages and now to log in,0.463765359,0.032993981,0.033360156,0.469880503
595,An error occurred thats all I see during loging in,0.064134877,0.063081953,0.066732847,0.806050322
596,Every community Im in that has moved to slack has died off  complete silence,0.050864163,0.056930673,0.837213558,0.054991606
597,Latest update crashes constantly and wont load or send messages,0.029634627,0.029307125,0.912057274,0.029000974
598,Great app but no read receipts drives me up the walls,0.043710841,0.043953012,0.869613517,0.04272263
599,No news is good news Really Then why push an update What did you change,0.029172826,0.03050461,0.030350744,0.90997182
600,Was just logged out and credentials lost doesnt even know what workspace Im in Bad UX,0.025500071,0.024307249,0.023462824,0.926729856
601,Trying to figure out how to change member on mention group only find the solution using web,0.026242778,0.026375776,0.025837318,0.921544129
602,So difficult to join a workspace Ive encountered this problem several times now,0.037961255,0.03761229,0.036850818,0.887575637
603,Notifications worked fine but not anymore,0.052439068,0.052793755,0.840371783,0.054395394
604,The app is just a very buggy and does not sync up well,0.044736378,0.044245388,0.865608279,0.045409955
605,Horrible Seems to require PC use to deactivate Totally invasive,0.042365254,0.043106834,0.871522032,0.04300588
606,Terrible name Opaque login account system User unfriendly ui,0.042899528,0.043352637,0.042712701,0.871035134
607,Cant see screen shared on mobile lot of other bugs,0.043762204,0.866053831,0.044520497,0.045663468
608,F lagging and making my phone freez to Hope it need an update or replace your app developer they too bad,0.025792716,0.027432883,0.026782658,0.919991743
609,The new update removed the tablet view The app is now much harder to use on a tablet,0.028437956,0.026531944,0.919348035,0.025682065
610,Its OK Wish it had a voice note option,0.870566671,0.043345671,0.043483305,0.042604353
611,Signing me out every 5 minutes Pixel 3A Just started doing this,0.037050891,0.037386621,0.037503952,0.888058536
612,Sent an mp3 file via phone then got converted to a binary file and I cannot play it anymore,0.03229795,0.033157055,0.90088949,0.033655506
613,New updated constantly crashed on Pixel 5,0.042247571,0.043235777,0.871338658,0.043177994
614,Cant sign in going to remove cant use it on my phone ,0.046771879,0.047216784,0.044385878,0.861625459
615,Looks like an app made by a bunch of amateurs There is not even a proper sign in option,0.033798931,0.711843195,0.032460666,0.221897208
616,Unfortunately with the new version a tablet layout is gone Why,0.501208742,0.038154027,0.422446148,0.038191084
617,Slack doesnt tells me I dont have internet data available but I do Doesnt recognize my workspace No longer able to communicate for work effectively,0.213595003,0.016057157,0.752664142,0.017683698
618,When in call screen sharing is not viewable,0.086950217,0.739512733,0.087355795,0.086181255
619,please add the ability to block people HR departments cant always protect people but you can and you dont Also not compatible with android seven Seriously get it together,0.027112045,0.025556155,0.920604331,0.026727468
620,Nothing in working on this app after latest update Such a mess :((,0.042480138,0.043489461,0.871269517,0.042760884
621,Slack decided to put a bubbles on my screen for confluence notifications No thanks,0.037543584,0.039127415,0.03765433,0.885674671
622,Hello I cant register on slack application is telling me that they sent an email but they didnt :(,0.03024885,0.030919011,0.247767163,0.691064977
623,Not able to login in app getting error sorry an error occured,0.028446131,0.028768745,0.028253593,0.914531531
624,I wait for the update only to read the release notes Kudos to who ever is writing those witty funny notes,0.028722156,0.029101493,0.911303135,0.030873217
625,can you fix the app it lags my phone even i have 8gb RAM and it eats my storage so much app cache: 702 GB sometimes 1617 GB,0.02974546,0.625972674,0.314666995,0.029614871
626,Broken login when 2 emails joined the same workspace,0.133575108,0.129502884,0.041871042,0.695050966
627,Too many bugs,0.125015095,0.129119654,0.130913346,0.614951906
628,its okay but the desktop app is pretty underwhelming especially on linux,0.038155469,0.036591241,0.039098975,0.886154315
629,Constantly logging me out with invalid authentication error,0.042310754,0.491993824,0.042707521,0.422987901
630,I am not even able to download the app Already raised complaint twice no response yet,0.162322914,0.031558562,0.032158063,0.77396046
631,Plagued by issues of late Extremely annoying and actually a deal breaker for something meant for work,0.023432622,0.024291197,0.02442731,0.927848872
632,No notifications about new comments even though its carefully turned on :(,0.044824069,0.869648465,0.043541269,0.041986197
633,This is a cheap version of discord The voice calls dont even work,0.036924762,0.037687054,0.888235991,0.037152193
634,I cant send voice messages  screen recordings,0.84443872,0.051721198,0.05285318,0.050986902
635,Wont let me navigate Junk,0.063954556,0.063337203,0.06318261,0.809525631
636,Keyboard always dissapears (impossible to write a message,0.051954589,0.839979503,0.054934609,0.053131299
637,Slack is great but when do we get the video quality higher and Controlling over remote computer option,0.037290524,0.037078338,0.887010172,0.038620965
638,Im new user things are still messy with hashtags for me,0.042367188,0.046217232,0.866821259,0.044594321
639,just decided to migrate away from slack due to no device support for older androids and no web interface available on those devices,0.018337942,0.018755293,0.323376362,0.639530403
640,Can you please fix photo upload feature It freezes the phone completely and is happening to others in the office so cant imagine it being hard to reproduce Its been months and months Ill seriously whinge to someone senior on LinkedIn if this doesnt get fixed in a couple of months PS Never had a successful call with Slack also but thankfully there are alternatives,0.011138121,0.010906885,0.01145613,0.966498864
641,Notifications are off sometimes,0.135892864,0.601793375,0.132999018,0.129314743
642,Cannot download on my Samsung Galaxy Edge Need it for volleyball club communication,0.033418378,0.172685902,0.032322082,0.761573637
643,Mobile app is not connect with team and unable to send msg ,0.404813752,0.031923263,0.530541352,0.032721633
644,It just stopped working re download isnt helping,0.042658323,0.042573041,0.869853457,0.044915178
645,Notifications are broken on mobile,0.067770975,0.799913172,0.066237949,0.066077904
646,Goes blank frequently when u open message,0.870943522,0.042393253,0.043378301,0.043284924
647,Not all that Too many channels and not the best Prefer Whats App more user friendly,0.033027123,0.033165565,0.900995867,0.032811445
648,I have to many problems with Slack HORRIBLE APP Too much information lost trusting in this app PLEASE AVOID,0.029344811,0.028635624,0.911817455,0.03020211
649,I dont know why corporates use this Its slow sync problem,0.03785811,0.037447839,0.03783585,0.886858202
650,The red dot notifications dont disappear when youve read all the latest messages Also a channel will stay bold even if youve read all the latest messages V annoying This is nothing to do with phone notificationsthis in inapp notifications please read my review more carefully,0.01201992,0.964066785,0.01219469,0.011718605
651,it didnt show any notification even you mentioned got personal message or anything else i tried reinstall make sure notification is turned on on android app setting and double check my account settings too i pretty sure that i didnt miss anything regarding notification setting and somehow it still didnt show any notification damn this simple yet important feature really is mandatory how the heck this bug still persist i asked my superior and he said he didnt get the notification too,0.006661751,0.979998243,0.006653026,0.00668698
652,Glitchy never clears read messages,0.055108885,0.842994175,0.051582559,0.050314381
653,In next update Give an option whether the message is seen or not,0.054238517,0.052155548,0.84228434,0.051321595
654,What happened I have to have this app for work but today it quit working and wants me to download a new app picture this and sign up all over again,0.020344044,0.020435986,0.684588111,0.27463186
655,Literally forced to download this app Just wanted to open in browser,0.028753668,0.030091946,0.029042842,0.912111545
656,This app is horrendous for large groups Basically my prof wanted slack as a disucssion platform for classes However creating a new channel (for a new discussion) requires MANUALLY ADDING EACH PERSON If youre talking about a size of 300 people have fun mate Copying a list of email solves the hassle but creates a new issue of requiring additional confirmation from invited usersDuplicate accounts were also appearing Its frankly ridiculous there isnt just an ADD ALL option,0.006382515,0.00637123,0.66833501,0.318911246
657,I only see one message when I open the app  Slack isnt responding,0.038582046,0.036824305,0.886386376,0.038207273
658,I cant login to my workspace from previous phonr Stupid 2fa,0.042028414,0.043651218,0.043136359,0.871184008
659,Never worked on my phone,0.084734206,0.084341008,0.087386898,0.743537889
660,I cant update my profile photo besides that  youll be fine,0.289570675,0.62025503,0.045489261,0.044685034
661,No video and no screen sharing during video calls,0.043041181,0.044456479,0.869861805,0.042640535
662,Notification issues are there often,0.092793227,0.730177006,0.091055278,0.085974489
663,slack notifications are the most unreliable Ive ever experienced in any app Even with app optimization off Logged a troubleshooting request with support and they responded that they knew notifications were broken and theres no fix,0.016278834,0.579997869,0.015435476,0.38828782
664,Simply doesnt work,0.801889634,0.063873654,0.067168025,0.067068687
665,stopped working on my tablet no upgrade available,0.042148267,0.042237377,0.872164962,0.043449395
666,I would give 5 because when it was working it was working without any major issues and was fairly well designed application But cutting out hard on users with older (and working perfectly fine otherwise) versions of Android and forcing them to buy a new device as an upgrade option was a very arrogant move Id award Slack app with no points for that if I could,0.010698013,0.010654044,0.62100374,0.357644203
667,Was working fine this morning then tried to use this afternoon and apparently my OS is no longer supported and I cant access the app at all not even to see previous messages Super frustrating I have a Samsung Galaxy S6 Not a new phone by any means but still works perfectly The about this message suggested it could still be used but might not be perfect It will not work AT ALL Grrr,0.009363009,0.009323835,0.971685676,0.00962748
668,I am trying to connect to my existing account from mobile and 1 It doesnt give me the option to sign in a google account and 2 When i put my email to that specifc adress it doesnt send the confirmation email I tried other addresses and it worked what to do ,0.014482435,0.013533661,0.013840116,0.958143788
669,The fact that Android 7 is not supported is ridiculous What should I do using Samsung A5 2016 for which it is the latest Android version It works fine when I open the app via pushnotification But when I switch organizations or try to open the app from scratch it suddenly gets unsupported Whats wrong with keeping it running for Android 7,0.008953323,0.008941289,0.00922834,0.972877048
670,I have had no issue with slack over the past 25 years of usage But with the new upgrade I cant use slack on my mobile any longer The error is This app is not available for your device I am not in a position to change phones now Since I use slack for work is it possible that an older version can be installed on my phone so that I can keep using slack on my mobile ,0.008735408,0.008709875,0.009293493,0.973261223
671,have to use for work Keeps giving problems far too often :((((,0.036861813,0.037653342,0.037376069,0.888108776
672,It was all good until today Im now getting a notification saying that the Android version on my phone is no longer supported and doesnt allow me to use the app at all This is completely unacceptable Should everybody now with an older version of Android (and unfortunately updates are no longer released by the manufacturer) change the phone itself to use Slack Every other app works fine on my phone why not Slack,0.007729241,0.007551613,0.075504669,0.909214477
673,Cant use any more because my version of android (70) is no longer supported This is ridiculous As everyone knows android device manufacturers dont release updates after a phone has been out for a few years What do slack expect users to do buy a brand new phone just to use their app Preposterous Well just switch the company over to one of their competitors like WhatsApp,0.008971144,0.0088353,0.009123201,0.973070355
674,Does not work properly,0.801423931,0.06554802,0.06687936,0.06614869
675,Many a times notifications not come from messages,0.052279696,0.052187895,0.843473309,0.052059099
676,Samsung active 2 having trouble connecting to see notifications on the go How do yiu add slack app to Samsung active 2,0.021937022,0.021817587,0.934622011,0.02162338
677,The data gets auto deleted in 15 days How will a new user come to know that it happens There wasnt any prompt/warning on the same Its highly unproductive app and I wouldnt recommend it,0.013817387,0.013886721,0.958316291,0.013979601
678,1) You dropped support of the old Android versions (yes security and blablabla but that is a little execuse for ones who dont want to change their phone) 2) You dont have hands free mode 3) When youre sharing screen from PC and at the same time using application for conversation and someone tries to highlight something on the shared screen using pen application crashes UPDATE Thanks for reply and clarification but what about hands free mode It is really nuts UPDATE 2 Thank you Looking forward for this feature and will change number of stars respectively :),0.005526403,0.98320912,0.005579585,0.005684892
679,The chat bubbles when persistent add a layer of transparency on the phone display making the other apps grey out a bit Also I cant open threads inside the chat bubble view,0.017674964,0.016487269,0.017377155,0.948460612
680,I use slack every day and the failure to make a conversation as read when Ive read it annoys me at least every other day Ive contacted support multiple times and theyve sorted it for me each time or by loading on a computer but that is NOT a solution Im currently on holiday with no access to a laptop and its the worst time for me to have no idea which of the messages from my team Ive already looked at,0.007880031,0.0078364,0.008068656,0.976214913
681,This app dont care about customer no longer supported old version of os Im moving to discord,0.021388247,0.270143848,0.022709405,0.685758501
682,I am facing this issue for morning Despite updating the app it still says that  this version of the slack app is no longer supported Update to the latest version so you can get back to slack  The current version of the slack app on my phone is 2108200 and the android version on the phone is Android 11  the device is motorola edge + I am currently unable to login into mu workplace and its very crucial please advise,0.00716989,0.00720401,0.007491771,0.978134329
683,The app version has many issues I always have problem to receive messages at the same time the desktop version I try to configure audio notifications in my phone but I just cant because the screen just dont show anything Its a shame because I think slack helps a lot to organise my work,0.010794276,0.010670163,0.267727049,0.710808511
684,Unbelievable I just tried installing Slack and couldnt understand why it didnt appear on the app store There are a lot of people with old smartphones who just dont want to buy new ones because the old ones are still good Well if there is one good thing out of this now employers wont be able to disturb so easily their employees,0.291230853,0.009006185,0.009006899,0.690756064
685,Used since last full charge: 0 (4h background) Battery usage since last changed: 30% Ive never seen any app consume more battery than screen + OS except this one even without opening the app This is a unoptimized garbage app at best malware at worst as a behavior Asked my manager to exempt me from having it on the phone for work Phone becomes unusable,0.009804363,0.009735522,0.009814232,0.970645883
686,For me its messenger on cellphone I dont like that it call each time even if I use PC version left this message in 2016 Cant add second workspace asking email but not workspace with sso Absolute annoying double notifications Im chatting web an slack Android app beeping each freaking message Upd: Doesnt work anymore,0.008428798,0.008129777,0.0081851,0.975256325
687,Needs to Be Erased Extremely difficult app to use ever,0.038427054,0.885562472,0.037599275,0.038411199
688,A lot of limitations unless you pay concept There are other platforms out there that offer more at little to no cost This is a fairly easy app to use Would have liked to see more of a cross application/platform interface,0.016033296,0.951428663,0.016363216,0.016174824
689,Really really really bad idea of dropping Android 7 Slack is a productivity app not just a random app with a few hundred users You guys HAVE TO do everything in order to keep support to older version of Android and we are talking about 70 not Android 44  Unbelievable So yes I wont be able to use my messaging app in the company I worked for because of this Hope you guys lost a lot of market because of these brainless ideas,0.006697753,0.006688657,0.006705775,0.979907814
690,quite good app but if see it from notification purpose it totally sucks  0 out of 100  except notification problem all things good,0.020577366,0.020776504,0.93880635,0.01983978
691,What is wrong with slack today Unable to send and receive messages so i uninstalled and reinstalled it now i am unable to sign in,0.550508592,0.021255873,0.021669024,0.406566512
692,I dont understand why people use this app Sloppy,0.036561071,0.036708038,0.88945496,0.037275931
693,I know 27 billion of dollars is a huge bunch of money but Im so sorry for dependents Slack now Long live and prosper Please make Ukrainian language interface,0.017181586,0.947867063,0.017337087,0.017614264
694,I am not even able to install this app and i am damn sure that my device supports it as I used to have the app on a lower end device than this one I have tried all trouble shooting steps and nothing has worked,0.017383794,0.379929544,0.017419063,0.585267599
695,Ive been using this app for 3 years for school purposes Still now its hard to understand Sometimes the app literally wont open Please fix the app and make it beginners friendly I appreciate your work by the way,0.013012392,0.013046183,0.159320543,0.814620882
696,We get offline when call comes,0.092142186,0.736535376,0.087538147,0.083784291
697,Was good until stopped supporting older Android its pretty unhappy decision They should have rater discontinue calls / huddle but keep messaging This way theyve effectively just cut their paying users not a professional move,0.012881869,0.01281567,0.013770453,0.960532009
698,I seem to not be able to download the slack app from play store for sone reason,0.031809573,0.032294912,0.033070177,0.902825339
699,Its not working on my phone because apparently my os aint supported anymore Its just sad because I need it for my job and I cant afford to buy a new phone yet And its always lagging on my pc I always have to clear cache and restart,0.012292706,0.74966639,0.224687168,0.013353737
700,I cannot login After entering the password and the confirmation sms code Im redirected to to login screen This is happening in the last few days On the desktop app I have no issues,0.017087002,0.017112328,0.017312145,0.948488525
701,Unable to install the app,0.799312893,0.068980225,0.063951724,0.067755158
702,Notifications are displayed milion years after received on PC Sometimes new messages are not loaded at all You have to do some black magic make it work again,0.020306788,0.680839065,0.020900151,0.277953997
703,3 stars because the app isnt giving notification on the mobile device Ive tried toggling all the possible notification settings but still no luck Please fix this ASAP without the notification Im not sure if I can even call it an IM,0.012755691,0.605610719,0.012748941,0.368884649
704,notification is not coming,0.092815,0.727608954,0.091924014,0.087652032
705,Not working properly,0.090295901,0.087646853,0.737199357,0.084857889
706,Its automatically crashed from my phone and after that when I am trying to install again its just giving me error dont know why I have reported the issue many times but no response,0.017087376,0.01713711,0.017378396,0.948397118
707,Its okay The app definitely requires a strong steady network connection otherwise youre bound to see a dreaded Connecting message permanently It seems very picky about the stability of its connection which is kind of a bummer for teams deployed on the field trying to get i touch with the office Its image upload is very lacking in that aspect It will upload pictures in full resolution which arguably is a good thing for graphic designers but a terrible thing when trying to show a quick snap of something The photo sharing feature of any other messaging app (which resizes and compress the image) is far more suited Its just impossible to upload full resolution pictures on flaky connections,0.00584513,0.005653382,0.9826142,0.005887288
708,Till last update it works fine aftet that seeing blank screen on direct msgs and not responding Worst,0.659789767,0.021621889,0.296829567,0.021758777
709,Our team uses this app daily Its ok but the problem is I dont get any notification for ongoing conversations and personal messages on my phone This is frustrating and I just have to go into the app and check again n again and if I happen to forget checking it then the team members dont get a reply on time from me which annoys me To correct this issue I have uninstalled  installed it on my mobile quite a few times but the same problem continues till now,0.007372579,0.007254217,0.977882767,0.007490437
710,Working too good,0.087690423,0.085559512,0.738528872,0.088221193
711,Fails to give message notifications 95% of the time due to which I miss very very important updates and messages UI is unresponsive and feels clunky Please improve it,0.018870436,0.943128256,0.019628621,0.018372687
712,Today Slack suddenly stopped working telling me that I need to buy a newer phone to keep using it I do get notifications that I have new unread messages but I can no longer see them With no warning or anything just suddenly out of nowhere,0.014178355,0.013843017,0.612887725,0.359090903
713,Love the idea but having trouble with the adoption Im a heavy android mobile based user and a frustrating factor for me is that Im unable to receive any form of notification from any channels Went through the suggested steps in the Help Center but there wasnt any change Not sure if its faced by others but itll be great if there could be some way to resolve this,0.009073929,0.009013448,0.348520658,0.633391965
714,There is a problem with notifications,0.091451371,0.727139753,0.090765653,0.090643222
715,Buggy app notifications and even call is disconnected still showing we are connected like,0.03948487,0.040187201,0.882617005,0.037710924
716,Not at all dependable from what I can tell,0.127448024,0.1250548,0.129320554,0.618176622
717,I truly love Slack but this week Ive been cut off saying its no longer supported by my phones OS Rather than simply preventing it from loading/working cant we just still use it albeit with possibly reduced untested features I cant afford hundreds of dollars for a new phone just to run Slack which I only use for work Now I cannot communicate with my team This is a very poor user experience I understand you cant support everything forever but the app is still giving me notifications so its still working on there to some capacity I just cant get the chat screens or interact at all Not everyone can afford a new phone every 2 years,0.00519336,0.005212504,0.984131674,0.005462462
718,Good app but UX on android is a bit awkward for me at least the app remembers the last channel you were in when it opens So the way my brain works I expect the back button to take me back to the home/channel selection drawer Instead it exits the app which i find really frustrating Makes me believe this has been adapted from iOS behaviour,0.739184717,0.010926739,0.238807587,0.011080957
719,The most unreliable login methods I have yet seen on an app in fact I cannot sign in at all on a smartphone due to the endless loop of login requirements and redirections,0.022926629,0.021248359,0.177098147,0.778726865
720,Great app overall but the new update Im sorry but this is absolutely hideous No need to fix something that aint broken Also bring back the timed channel muting options Just roll out the old version as this is horrid If I didnt have to use it for work would have deleted it straight away as Im appaled every time I open the app Not intuitive at all is ugly and uncomfortable,0.008191172,0.975148726,0.008327467,0.008332634
721,Very bad Magiclink by email never works,0.065883335,0.063917971,0.065344873,0.80485382
722,Hi Slack Team Your app is nice and works great but the only problem with this app is many of user are facing issue as it has been stopped for older version phone with the lastest update It would be great if that features can be enabled in next update Thanks  Regards Slack user,0.01002953,0.009973798,0.969653063,0.010343608
723,They disabled support for Android vesions below 80 If you just count 71 70 and 60 thats still 10% of Android users that can no longer use this app from one day to the next What are we supposed to do Toss out our otherwise perfectly working phones and contribute to the global ewaste problem just so we can keep using Slack Same with their browser support Is your browser a bit out of date Sorry our website no longer works Why No reason we just dont like that number next to version in your browser And no Slack Ill say it before your bot bothers to respond: offering me a link to the minimum requirements in no way shape or form addresses anything I wrote,0.004766716,0.004821225,0.004882676,0.985529383
724,Need a short cut tab,0.84424169,0.052278988,0.051695966,0.051783356
725,In desktop view the letters at the very bottom are sometimes not shown fully Although its very minimal its still a little unsettling Also when they react on a message a notification on the tab would appear that looks like red and white as opposed to the all red for messages However I do not see where they reacted If we have colleagues that arent very chatty they can just use the reactions Would be helpful if you fix this I have trouble loading the site and getting in as well,0.008842816,0.973528715,0.008993887,0.008634583
726,Last update made the app slow and sluggish,0.053848659,0.053812389,0.059805591,0.832533362
727,When we try to cutomize notifications for specific channels the buttons there does not behave properly As they are buttons only one of them should get selected but here mutiple get seleted And also that preference is not saved When we again open that setting all options are unselected I want to turn on notifications for some specific channels and I cant do that in app because of the problem stated above because of that I can not participate actively on discussions Please fix this,0.010646601,0.968184708,0.010457819,0.010710871
728,Two of the most common problems I face with the app: 1 I write something and send it gets posted twice And this is not uncommon Ive seen many people facing this issue for quite sometime now and this hasnt been fixed yet 2 I use a Redmi Note 5 Pro phone and the app keeps freezing a lot of times Ive had to close the app and reopen to fix it I havent faced this issue with other apps so Im not sure if its a phone problem or particularly an issue with slack,0.006520155,0.006313731,0.006596024,0.98057009
729,Delayed notifications on Android 9 Mi A1,0.052186961,0.052917221,0.842196321,0.052699497
730,Until recently this app has worked very well on my phone However now it is not letting me switch between my workspaces as it used to Instead when I try to switch between them by clicking on the workspace icons it demands I sign out of the space I want to enter Ive tried restarting my phone Ive tried uninstalling and reinstalling the app Ive cleared my phones cache Please fix this issue pronto The app used to work so seamlessly This new problem is very disappointing,0.393930031,0.006440285,0.00649886,0.593130824
731,It gets the job done but its interface is not so friendly You kinda need training before using the app For me it was easy for my colleagues it was messy and they always miss any updates I add There can be an easier way to find messages around and channels Plusthere should be away for the group owner/admin to force notifications for colleagues when needed I dunno just suggesting Thanks anyway :),0.008447788,0.008766977,0.974414965,0.00837027
732,Im getting my messages delayed quite oftensometimes the previous messages dont show up but the latest messages show up After I close the application and reopen Ill get the messages properly Sometimes I do cache clear to fix  but its annoying to do often Also when I check a new message the notification wont clear indicating that its read I use Slack both on phone and laptop At first I thought this might be due to network issues but its not the case,0.007345745,0.395527576,0.589875816,0.007250863
733,Every time I tap on a notification I see the changing your language would just take a moment Its so irritating and even frustrating at times I dont want to change my language I have also seen the language settings I have even tried changing the language and changing it back for all of my teams It still doesnt go Please do something about it Edit: no response and the issue isnt fixed either This has been there for quite some months actually Please fix it Its very irritating,0.976282754,0.007908566,0.007930585,0.007878095
734,From today morning Unable to send and receive message from both mobile and desktop app I log out from mobile app but now unable to sign in Desktop app is also not working,0.665160824,0.014208247,0.014799115,0.305831814
735,The WYSIWYG message field is not well implemented and relies on user input patterns that dont exist on a touch device For example an inline code block is inescapable if it is at the end of the message That alone is enough to make this app useless There is also no way to disable or remove the fancy message field editor The message field is not a word document so dont treat it as it was one When typing becomes a chore communicaton apps becomes useless Edit: There is no such option,0.541005765,0.008133458,0.0079549,0.442905877
736,Not supporting Android 7 all of a sudden Need to find a new messaging app now as the perfectly good phone with no issues is not going to be replaced,0.018739246,0.941807841,0.019329658,0.020123255
737,Id say Ive had a great and seamless experience with the app 9/10 times However sometimes the app notifies me about a new message I may have got about 30 minutes late Sometimes even after I set my availability to Online it doesnt reflect that and Ive had others complain to me about why I was away for 2 hours (because I didnt realise I was still being shown away) Like I said Ive mostly had a great experience but maybe iron out a few bugs and youd deserve a 6 star rating :),0.006858264,0.007005665,0.007073073,0.979062998
738,Whats the problem with Android 7 No problems just a bureaucratic deprecation schedule  Okay maybe the next apk version will not support android api 24 but whats the point to lock out android 7 users from using web app ,0.011554512,0.011364267,0.011436799,0.965644422
739,Good experience Would be nice to have Mark as read in the notification panel instead of me having to open the app or switch between multiple workspaces And the new interface isnt visible on all workspaces Its weird to have two different interfaces at the same time Update: Thanks for replying I went into each of my workspaces closed app and opened again Now its working fine But that certainly should have happened automatically Have updated the rating,0.006830834,0.006826326,0.979156706,0.007186134
740,The app itself is great but this might be the worst notifications on an android messenging app Ive ever seen The notifications dont stack by channel dont have any noticeable difference between normal messages and ones with any kind of theres always only one notification on the notification bar regardless of how many unread messages from one or more channels I could go on forever nowadays its just unacceptable to have something like this on the market,0.975539017,0.008248155,0.008143189,0.008069639
741,It works often and other times the notifications are a total pain and either dont appear or appear a day later Today I saw 7 notifications on my laptop that didnt appear in my phone from yesterday This happens randomly and seems to be the same for many people and is a fundamental failure of a messaging app There seems to be a similar issue with calls which sometimes wont work Apart from that the app is OK but doesnt really flow It doesnt show additional workspaces Not sure if this is just my app or that I need to manually configure additional signins but would have thought that it would mirror my laptop There are probably a lot of improvements that could be made but the basics really need to be sorted out,0.005037758,0.004937185,0.005079581,0.984945476
742,For the last couple of days it stops working properly  I cant see the list of my channels or contacts  its all blank However if I click on the empty line the channel or conversation opens and I can see the messages but its like walking blind in the dark forest  you never know which tree you hit or how to find the one you need And its so frustrating as theres a lot happening at my workspace at the moment and I have to struggle with such a trivial thing like app fail,0.975944192,0.008028327,0.008048114,0.007979366
743,It is one of the worst Android apps that I have used On laptop it works flawlessly On mobile it just shows notifications on clicking the notification it takes forever to load and doesnt even display the full message many times Even if you reply to a text it says couldnt be able to send it please retry So if Slack doesnt mean to enhance their mobile app then just discontinue the app please,0.646282477,0.007595327,0.007838978,0.338283218
744,Since the last update there is a serious problem with constructing messages as you cannot easily move around the text field to correct typos or edit what you have written Like another reviewer mentioned its feels like there is a problem with the screen recognising a tap but it is fine on my other apps Workaround is to long press as if you are highlighting a word but this is really time consuming Borderline unusable unless writing short simple replies Im on a Samsung Galaxy S9,0.007413303,0.977769213,0.007372566,0.007444918
745,Usefull corporate app and a standard in the industry Though I hate that the app is not androidoriented We android users use the back button a lot but in Slack it takes us out of the application instead of the previous screen within Slack Extremely annoying The back button is rendered USELESS BAD UX DESIGN there Every channel should be accessible more easily and behave more like a common messaging app like whatsapp I hate having to press the logo button to get the list of channels then if I want to get back to the list I cant use the back button REALLY BAD UX DESIGN for a productivity app Its really designed for iOS users,0.897333049,0.093140692,0.004769714,0.004756544
746,When slack works it is great for IM both for work and private I use it everyday However it is awkward to deal with anything else like files and search I am having issues with the app on my phone not receiving notifications at all or too late channels stop updating and bad performance The support unfortunately have only confirmed that these are indeed bugs and there is no fix as of yet,0.009055041,0.270574656,0.009155722,0.711214581
747,Ever since the last update the app becomes unresponsive It lags when you type Ive never had to close and then restart the app as much as I have to do now Ive been using it basically since the beginning on different mobile devices always worked really well until now If I didnt use Slack so much I would uninstall the app completely Extremely frustrating Please fix ASAP Update  everything is working again as expected after the last update Thanks for the fix,0.007737838,0.008052586,0.542816163,0.441393413
748,Very buggy thing Cannot join to new workspaces with invitation links: shows Uh oh something went wrong message or requires to create a new account if I open a link from an email client Sometimes sluggish takes long time to load a channel and then to scroll a messages history Same for a PC browser version Idea was good but the realization is Meh Alternative apps work better,0.006945296,0.006806657,0.46632248,0.519925566
749,I am not able to install Even it has downloaded to 98 % I did all fixes mentioned over web from slack I had sent feedback as well I had sent a reminder today 7th Oct 21,0.016175515,0.950650491,0.016418743,0.016755251
750,All of a sudden in the last few days it has started to hang when I use it for more than 5secs Since my mobile battery has been draining very quickly lately I checked the battery consumption stats It is using 67% of the battery Guessing that there could be a bug in one of the recent releases Pls check asap and provide a hotfix pkg if that is the case I would have to uninstall this app for now,0.010242814,0.010422947,0.968717889,0.01061635
751,* Battery consumption is high My phone tells it periodically * Does not support even Android 7 * Wants many permissions mostly unnecessary,0.234173861,0.021119317,0.022463965,0.722242857
752,Latest update is woeful Does not sync from computer correctly Ive missed already received text from another client (MacBook desktop version also up to date) Vs my OnePlus 8 Pro also the gestures on the OnePlus device (waterfall screen) require you to swipe in from the outside of the screen in which means the side menu is inaccessible your previous version didnt close when you swiped in it allowed you to go back to your conversation list This is now not possible roll it back,0.007517588,0.007152843,0.113745263,0.871584306
753,Stopped working for Samsung Galaxy A5 Recently it has started crashing all the time and I just cant type on it Its not usable at all and should be fixed It is causing to many issues My OS tells me it uses 4% of the battery It has stopped responding 10 times in a day It looks like memory leak issue which should be looked at I cant try and reinstall the app at this stage,0.51828318,0.007606923,0.007715201,0.466394696
754,Good app One star because I have to use my phone in landscape mode and theres a thick white horizontal bar doing nothing near the top of the screen I wish I could remove it somehow (Im using a Gemini PDA device) edit I emailed and its a known problem with no eta for when it will be fixed Will change Star rating when its fixed,0.009054872,0.713662348,0.009019635,0.268263144
755,New update messed everything Not able to use the app getting os version not supported However desktop version works just fine,0.016366182,0.016684528,0.950134949,0.016814341
756,1 The app if just slow why it cant be more like Whatsapp 2 Offline / no internet is unrelaiable you should alsodo it like whatsapp does where i can count on it being sent whenever i have inyernet again 3 Please add a mark as read button to push notifications not hard to do and SUPER productive now i have to get inside the app to mark it as read,0.970092,0.009971042,0.010034785,0.009902173
